0.572722543230447467	 0 	 -6.0
0.533637145402031443	 0 	 -6.0
0.495325690304951216	 0 	 -6.0
0.457772852846342060	 0 	 -6.0
0.420963611390508863	 0 	 -6.0
0.384883241750073379	 0 	 -6.0
0.349517311296100974	 0 	 -6.0
0.314851673184858294	 0 	 -6.0
0.280872460698886162	 0 	 -6.0
0.247566081700127949	 1 	 -6.0
0.214919213192893199	 1 	 -6.0
0.182918795994481798	 1 	 -6.0
0.151552029511335951	 1 	 -6.0
0.120806366618633643	 1 	 -6.0
0.090669508641270324	 1 	 -6.0
0.061129400434224435	 1 	 -6.0
0.032174225560340108	 1 	 -6.0
0.003792401563593728	 1 	 -6.0
-0.024027424664043062	 1 	 -6.0
-0.051296381423997062	 1 	 -6.0
-0.078025376662563151	 1 	 -6.0
-0.104225102334228215	 1 	 -6.0
-0.129906038678595515	 1 	 -6.0
-0.155078458412619247	 1 	 -6.0
-0.179752430839830168	 1 	 -6.0
-0.203937825878189871	 1 	 -6.0
-0.227644318008189739	 1 	 -6.0
-0.250881390142772887	 1 	 -6.0
-0.273658337420624509	 1 	 -6.0
-0.295984270924352533	 1 	 -6.0
-0.317868121325041608	 1 	 -6.0
-0.339318642454640385	 1 	 -6.0
-0.360344414807611813	 1 	 -6.0
-0.380953848973244247	 1 	 -6.0
-0.401155189000000134	 1 	 -6.0
-0.420956515693244770	 1 	 -6.0
-0.440365749847676846	 1 	 -6.0
-0.459390655415751414	 1 	 -6.0
-0.478038842613364268	 1 	 -6.0
-0.496317770964040506	 1 	 -6.0
-0.514234752282842544	 1 	 -6.0
-0.531796953601194278	 1 	 -6.0
-0.549011400033788788	 1 	 -6.0
-0.565884977588728022	 1 	 -6.0
-0.582424435922018202	 1 	 -6.0
-0.598636391037521531	 1 	 -6.0
-0.614527327933446665	 1 	 -6.0
-0.630103603196433770	 1 	 -6.0
-0.645371447544274668	 1 	 -6.0
-0.660336968318282147	 1 	 -6.0
-0.675006151926309195	 1 	 -6.0
-0.689384866237390370	 1 	 -6.0
-0.703478862928968995	 1 	 -6.0
-0.717293779787644192	 1 	 -6.0
-0.730835142964360807	 1 	 -6.0
-0.744108369184943275	 1 	 -6.0
-0.757118767916858726	 2 	 -6.0
-0.769871543493074073	 2 	 -6.0
-0.782371797193859186	 2 	 -6.0
-0.794624529287366710	 2 	 -6.0
-0.806634641029805644	 2 	 -6.0
-0.818406936626010384	 2 	 -6.0
-0.829946125151185155	 2 	 -6.0
-0.841256822434597984	 2 	 -6.0
-0.852343552905973634	 2 	 -6.0
-0.863210751405325549	 2 	 -6.0
-0.873862764956951477	 2 	 -6.0
-0.884303854508300846	 2 	 -6.0
-0.894538196634410476	 2 	 -6.0
-0.904569885208590552	 2 	 -6.0
-0.914402933040028398	 2 	 -6.0
-0.924041273478965697	 2 	 -6.0
-0.933488761990090843	 2 	 -6.0
-0.942749177694776508	 2 	 -6.0
-0.951826224882778460	 2 	 -6.0
-0.960723534494000775	 2 	 -6.0
-0.969444665570920350	 2 	 -6.0
-0.977993106682251256	 2 	 -6.0
-0.986372277318418700	 2 	 -6.0
-0.994585529259400969	 2 	 -6.0
-1.002636147915485887	 2 	 -6.0
-1.010527353641478943	 2 	 -6.0
-1.018262303024888016	 2 	 -6.0
-1.025844090148600507	 2 	 -6.0
-1.033275747828557689	 2 	 -6.0
-1.040560248826921719	 2 	 -6.0
-1.047700507041219864	 2 	 -6.0
-1.054699378669942622	 2 	 -6.0
-1.061559663355060912	 2 	 -6.0
-1.068284105301920472	 2 	 -6.0
-1.074875394376960558	 2 	 -6.0
-1.081336167183696184	 2 	 -6.0
-1.087669008117394753	 2 	 -6.0
-1.093876450398868827	 2 	 -6.0
-1.099960977087797998	 2 	 -6.0
-1.105925022075985864	 2 	 -6.0
-1.111770971060949409	 2 	 -6.0
-1.117501162500229628	 2 	 -6.0
-1.123117888546805887	 2 	 -6.0
-1.128623395965987430	 2 	 -6.0
-1.134019887034149687	 2 	 -6.0
-1.139309520419674038	 2 	 -6.0
-1.144494412046444143	 2 	 -6.0
-1.149576635940243563	 2 	 -6.0
-1.154558225058393589	 2 	 -6.0
-1.159441172102963602	 2 	 -6.0
-1.164227430317878315	 2 	 -6.0
-1.168918914270241249	 2 	 -6.0
-1.173517500616187287	 2 	 -6.0
-1.178025028851570205	 2 	 -6.0
-1.182443302047785277	 2 	 -6.0
-1.186774087573022080	 2 	 -6.0
-1.191019117799235305	 2 	 -6.0
-1.195180090795116584	 2 	 -6.0
-1.199258671005344640	 2 	 -6.0
-1.203256489916385369	 2 	 -6.0
-1.207175146709108138	 2 	 -6.0
-1.211016208898479524	 2 	 -6.0
-1.214781212960590079	 2 	 -6.0
-1.218471664947265415	 2 	 -6.0
-1.222089041088506828	 2 	 -6.0
-1.225634788383003160	 2 	 -6.0
-1.229110325176949486	 2 	 -6.0
-1.232517041731404528	 2 	 -6.0
-1.235856300778413491	 2 	 -6.0
-1.239129438066119276	 2 	 -6.0
-1.242337762893079345	 2 	 -6.0
-1.245482558632002718	 2 	 -6.0
-1.248565083243116158	 2 	 -6.0
-1.251586569777364988	 4 	 -6.0
-1.254548226869649896	 4 	 -6.0
-1.257451239222297124	 4 	 -6.0
-1.260296768078955049	 4 	 -6.0
-1.263085951689107228	 4 	 -6.0
-1.265819905763387321	 4 	 -6.0
-1.268499723919878308	 4 	 -6.0
-1.271126478121574116	 4 	 -6.0
-1.273701219105179278	 4 	 -6.0
-1.276224976801417610	 4 	 -6.0
-1.278698760747018118	 4 	 -6.0
-1.281123560488543298	 4 	 -6.0
-1.283500345978220838	 4 	 -6.0
-1.285830067961937509	 4 	 -6.0
-1.288113658359550176	 4 	 -6.0
-1.290352030637666153	 4 	 -6.0
-1.292546080175042064	 4 	 -6.0
-1.294696684620747218	 4 	 -6.0
-1.296804704245235029	 4 	 -6.0
-1.298870982284462586	 4 	 -6.0
-1.300896345277196317	 4 	 -6.0
-1.302881603395638521	 4 	 -6.0
-1.304827550769507030	 4 	 -6.0
-1.306734965803697718	 4 	 -6.0
-1.308604611489656733	 4 	 -6.0
-1.310437235710587511	 4 	 -6.0
-1.312233571540613680	 4 	 -6.0
-1.313994337538018725	 4 	 -6.0
-1.315720238032678790	 4 	 -6.0
-1.317411963407804060	 4 	 -6.0
-1.319070190376101223	 4 	 -6.0
-1.320695582250467584	 4 	 -6.0
-1.322288789209325077	 4 	 -6.0
-1.323850448556700282	 4 	 -6.0
-1.325381184977154542	 4 	 -6.0
-1.326881610785666146	 4 	 -6.0
-1.328352326172564435	 4 	 -6.0
-1.329793919443613970	 4 	 -6.0
-1.331206967255344667	 4 	 -6.0
-1.332592034845722112	 4 	 -6.0
-1.333949676260250267	 4 	 -6.0
-1.335280434573597075	 4 	 -6.0
-1.336584842106831553	 4 	 -6.0
-1.337863420640359319	 4 	 -6.0
-1.339116681622641733	 4 	 -6.0
-1.340345126374782071	 4 	 -6.0
-1.341549246291060683	 4 	 -6.0
-1.342729523035499223	 4 	 -6.0
-1.343886428734532693	 4 	 -6.0
-1.345020426165866319	 4 	 -6.0
-1.346131968943592792	 4 	 -6.0
-1.347221501699644004	 4 	 -6.0
-1.348289460261649655	 4 	 -6.0
-1.349336271827274190	 4 	 -6.0
-1.350362355135101521	 4 	 -6.0
-1.351368120632136079	 4 	 -6.0
-1.352353970637987061	 4 	 -6.0
-1.353320299505801655	 4 	 -6.0
-1.354267493780011537	 4 	 -6.0
-1.355195932350955819	 4 	 -6.0
-1.356105986606442222	 4 	 -6.0
-1.356998020580307163	 4 	 -6.0
-1.357872391098034127	 4 	 -6.0
-1.358729447919488638	 4 	 -6.0
-1.359569533878826862	 4 	 -6.0
-1.360392985021633812	 4 	 -6.0
-1.361200130739346127	 4 	 -6.0
-1.361991293901012957	 4 	 -6.0
-1.362766790982447969	 4 	 -6.0
-1.363526932192823823	 4 	 -6.0
-1.364272021598760029	 4 	 -6.0
-1.365002357245953611	 4 	 -6.0
-1.365718231278401397	 4 	 -6.0
-1.366419930055261474	 4 	 -6.0
-1.367107734265400693	 4 	 -6.0
-1.367781919039673943	 4 	 -6.0
-1.368442754060980204	 8 	 -6.0
-1.369090503672139254	 8 	 -6.0
-1.369725426981632313	 8 	 -6.0
